iter	MAE
190	0.09057848723
191	0.09025778651
192	0.09007001385
193	0.08992651544
194	0.0896252307
195	0.08934267392
196	0.0891040646
197	0.08880906954
198	0.0885881278
199	0.08831203437
200	0.0880543817
201	0.08777330383
202	0.08749048381
203	0.08721405055
204	0.08700740284
205	0.08681082232
206	0.0865481211
207	0.0863041544
208	0.08608367601
209	0.08579219189
210	0.08560293113
211	0.08546767975
212	0.08519525564
213	0.08500337795
214	0.08484408851
215	0.08461424162
216	0.08444311613
217	0.08420790254
218	0.08398086755
219	0.08382742412
220	0.08365063314
221	0.08347992047
222	0.08324643913
223	0.0830885865
224	0.08291147324
225	0.08272914877
226	0.08258177375
227	0.08240866185
228	0.08225938859
229	0.08215569452
230	0.0819920161
231	0.08185187277
232	0.08172114319
233	0.08158878497
234	0.0814313192
235	0.08126234237
236	0.08114005182
237	0.08100109941
238	0.08088295612
239	0.08072093533
240	0.08057163877
241	0.08050537726
242	0.08033089336
243	0.08023173916
244	0.08009411816
245	0.08000081848
246	0.07984660867
247	0.07974712787
248	0.07960676815
249	0.07950251514
250	0.07942133225
251	0.07924861174
252	0.07912727968
253	0.07897993492
254	0.0788723842
255	0.07875538745
256	0.07869098117
257	0.07859518056
258	0.07848626483
259	0.07832645265
260	0.07823234466
261	0.07815672373
262	0.07802681094
263	0.07787930982
264	0.0777453946
265	0.07763884915
266	0.07751001282
267	0.07738489752
268	0.07727835742
269	0.07720331469
270	0.07709008336
271	0.0770320724
272	0.07694301116
273	0.076889607
274	0.07680280798
275	0.07673636574
276	0.07663158008
277	0.07655303223
278	0.07647690589
279	0.0763804643
280	0.07629967876
281	0.07621455645
282	0.07613182043
283	0.07602877071
284	0.07592398428
285	0.07585831445
286	0.0757477984
287	0.07568564359
288	0.07560902298
289	0.07553947022
290	0.07544343345
291	0.07536779744
292	0.0752843876
293	0.07522106968
294	0.07512495473
295	0.0750674721
296	0.07496099581
297	0.07487448368
298	0.07476939237
299	0.07467167737
300	0.07463087244
301	0.07454141713
302	0.07450168977
303	0.07443911697
304	0.07439684043
305	0.07433766165
306	0.07425235353
307	0.0741804717
308	0.07407021663
309	0.07400682087
310	0.0738965728
311	0.07379929532
312	0.07373442709
313	0.07361943221
314	0.0735615253
315	0.0734740759
316	0.07340633412
317	0.07334303181
318	0.0733012087
319	0.07322151329
320	0.07314089507
321	0.07309049068
322	0.07301601575
323	0.07293907288
324	0.07288277102
325	0.07281667401
326	0.0727646171
327	0.07271993535
328	0.07264817049
329	0.07256843179
330	0.07253113794
331	0.07242374878
332	0.07234969294
333	0.07229567231
334	0.07226450861
335	0.0722096851
336	0.07217573039
337	0.07208574471
338	0.07205623268
339	0.07199814906
340	0.07194780841
341	0.07191367895
342	0.07186711706
343	0.07178819942
344	0.07173042702
345	0.07165830144
346	0.07160412637
347	0.07155318651
348	0.07149553062
349	0.07141769936
350	0.07135925812
351	0.07131574947
352	0.07123654633
353	0.07117468314
354	0.07111582633
355	0.07105016928
356	0.07099416239
357	0.07092809173
358	0.07087493622
359	0.07081469264
360	0.07076805701
361	0.07073562392
362	0.07064607498
363	0.07056420642
364	0.07051282122
365	0.07044496807
366	0.07039437243
367	0.0703408877
368	0.07028760048
369	0.07022334641
370	0.07016615009
371	0.0701264479
372	0.07008386721
373	0.07004288983
374	0.06998456037
375	0.06994240226
376	0.0698930095
377	0.06981924567
378	0.06975971911
379	0.06966607556
380	0.06959579849
381	0.06951434602
382	0.06945173754
383	0.06938883033
384	0.06934377491
385	0.06927504016
386	0.0692212731
387	0.06915101258
388	0.06910922624
389	0.06907145201
390	0.06900637647
391	0.06897045483
392	0.06890393788
393	0.06884785439
394	0.06878018454
395	0.06871531354
396	0.06866083787
397	0.06862628748
398	0.06859141561
399	0.06852811573
400	0.06848524097
401	0.0684439981
402	0.06841785892
403	0.06835020577
404	0.06830740887
405	0.06822848038
406	0.06816348597
407	0.06811374115
408	0.06805154613
409	0.06799417952
410	0.06796457674
411	0.06792329244
412	0.06788953588
413	0.06781222438
414	0.06776930111
415	0.06772847864
416	0.06769121546
417	0.06766211283
418	0.06761689687
419	0.06758436802
420	0.06753725246
421	0.06748513776
422	0.06743217
423	0.06734408683
424	0.06730416862
425	0.06725757582
426	0.0672173062
427	0.06717345346
428	0.0671357746
429	0.06707207721
430	0.06702072392
431	0.0669961603
432	0.06694676117
433	0.06690203047
434	0.0668564525
435	0.06681955003
436	0.06678720723
437	0.06675995257
438	0.06672241114
439	0.06669577532
440	0.06661549636
441	0.06655007548
442	0.06651048175
443	0.06646398794
444	0.06642585036
445	0.06633056824
446	0.06628260534
447	0.06623888626
448	0.06619411729
449	0.06613540029
450	0.06608819452
451	0.06604755816
452	0.06600678064
453	0.06595379225
454	0.06590044856
455	0.06587025215
456	0.06580683929
457	0.06574407627
458	0.06567030278
459	0.06562154188
460	0.06556167709
461	0.06549541251
462	0.06544478403
463	0.06541471615
464	0.06536690001
465	0.06531472426
466	0.06527131204
467	0.06521371042
468	0.06515388616
469	0.06511359544
470	0.06505745141
471	0.06501199522
472	0.06495716207
473	0.06490344683
474	0.06486589177
475	0.06478334054
476	0.06475352878
477	0.06471205045
478	0.06465581183
479	0.06457636255
480	0.06452901008
481	0.06448678582
482	0.06443828737
483	0.06436419511
484	0.06429483043
485	0.0642372587
486	0.06419172318
487	0.06414049981
488	0.06410169873
489	0.06406348838
490	0.06400071712
491	0.06394224522
492	0.06391289179
493	0.06388747734
494	0.06385787957
495	0.06381800832
496	0.06378089551
497	0.06372697681
498	0.06368748987
499	0.06365005429
500	0.06359685067
501	0.06352628169
502	0.06346237936
503	0.06340318781
504	0.0633747754
505	0.06331917341
506	0.06329125899
507	0.06324793803
508	0.06321115811
509	0.06317272403
510	0.06313793217
511	0.06308622253
512	0.06303671352
513	0.06295348497
514	0.06290149218
515	0.06287184045
516	0.06283624679
517	0.06277893628
518	0.06273285363
519	0.06268963186
520	0.06264313718
521	0.06259840353
522	0.06256221062
523	0.0625384695
524	0.06250914508
525	0.06246258669
526	0.06242828338
527	0.06238783026
528	0.06233934058
529	0.06231038623
530	0.06226701174
531	0.06221804239
532	0.0621861897
533	0.06211883332
534	0.06207252506
535	0.06202360113
536	0.06198691211
537	0.06196145481
538	0.06192500126
539	0.06189336521
540	0.0618448532
541	0.06179934103
542	0.06177439188
543	0.0617307266
544	0.06168886653
545	0.06166544029
546	0.06164152303
547	0.06159864247
548	0.0615570542
549	0.06150972691
550	0.06147883405
551	0.06144157155
552	0.06140129585
553	0.061363463
554	0.0613117216
555	0.06125930168
556	0.06121419325
557	0.06119150348
558	0.06113558797
559	0.06109861839
560	0.06107359611
561	0.06103109842
562	0.06097976408
563	0.06093289681
564	0.06088685109
565	0.06085481315
566	0.06082387964
567	0.06077630821
568	0.0607402468
569	0.06069711262
570	0.06065935857
571	0.06062837117
572	0.06057254596
573	0.06053389068
574	0.0604818633
575	0.06043028527
576	0.06037985392
577	0.06035375288
578	0.06032995405
579	0.06028359971
580	0.06025117157
581	0.06022781379
582	0.06019472239
583	0.06014750205
584	0.0601013079
585	0.06005719696
586	0.06001359759
587	0.05998396494
588	0.0599329907
589	0.05989831559
590	0.05987494996
591	0.05983506026
592	0.05981787474
593	0.0597965956
594	0.05977517746
595	0.05974948446
596	0.05972408944
597	0.05966797917
598	0.05962871282
599	0.05959455284
600	0.05956603159
601	0.05953114069
602	0.05951254256
603	0.05947450421
604	0.0594338463
605	0.05939163578
606	0.05937296154
607	0.0593481387
608	0.05930630103
609	0.05926058087
610	0.0592183838
611	0.05918544472
612	0.0591403911
613	0.05909681478
614	0.0590559285
615	0.05901784495
616	0.05898704908
617	0.05896419656
618	0.05893093833
619	0.0588893402
620	0.05884085311
621	0.05880660773
622	0.05877842833
623	0.05875457938
624	0.05871781781
625	0.05867678464
626	0.05865314865
627	0.05862709446
628	0.05859518994
629	0.05856455012
630	0.05853718781
631	0.0585083325
632	0.05847961099
633	0.05842990806
634	0.05839686096
635	0.05834668492
636	0.05831443197
637	0.05828168431
638	0.05824871884
639	0.05822344143
640	0.05819358636
641	0.0581566867
642	0.05811356489
643	0.05807987652
644	0.058045353
645	0.05799338433
646	0.05798015992
647	0.05795539944
648	0.05792888902
649	0.05788542966
650	0.05783555738
651	0.05781334869
652	0.0577924562
653	0.05776085292
654	0.05772428789
655	0.05769369832
656	0.05767007619
657	0.05762693147
658	0.0575981406
659	0.05754242075
660	0.05751776938
661	0.05749600082
662	0.05747691951
663	0.0574504941
664	0.05742267357
665	0.0573989243
666	0.0573792168
667	0.05732908557
668	0.05730713509
669	0.05725981305
670	0.0572280182
671	0.05720706898
672	0.0571845733
673	0.05716127
674	0.05712413043
675	0.05709615991
676	0.0570641172
677	0.05704247189
678	0.05700624905
679	0.05697341836
680	0.05693663296
681	0.05692046547
682	0.05688485317
683	0.0568563921
684	0.05680829842
685	0.05678052601
686	0.05676667769
687	0.05673959045
688	0.05670060495
689	0.05666288342
690	0.05664100904
691	0.05660055539
692	0.05655030851
693	0.05652228469
694	0.05649986305
695	0.05647671708
696	0.05644413448
697	0.05641853993
698	0.0563940214
699	0.05635137887
700	0.05633517683
701	0.05630239168
702	0.05627293282
703	0.0562347036
704	0.05621821027
705	0.05619262091
706	0.05617253032
707	0.05613544163
708	0.0561072611
709	0.05608205162
710	0.05605634662
711	0.05603385285
712	0.05600569996
713	0.05598232614
714	0.05594737293
715	0.0559258299
716	0.05590206232
717	0.05586959236
718	0.05585119074
719	0.0558310007
720	0.05581313372
721	0.05578693827
722	0.05577631577
